,name,birthplace
32777,Al Brown,NaN
32778,Tim Eriksen,NaN
32779,John Hiatt & The Goners,NaN
32780,Eight To The Bar,NaN
32781,Eric Roberson,Rahway
32782,The Concretes,NaN
32783,Betulio Medina,NaN
32784,Brian McComas,Bethesda
32785,Chris Martin,Exeter
32786,Closure,NaN
32787,Limbeck,NaN
32788,The 88,NaN
32789,Rubber City Rebels,NaN
32790,American Boys,NaN
32791,Patrick Park,Colorado
32792,Nuclear Saturday,NaN
32793,Ronald Cheng,NaN
32794,Her Space Holiday,NaN
32795,Ann Harada,NaN
32796,Joey Murphy,United States of America
32797,Nature's Music,NaN
32798,Jordan & Baker,NaN
32799,Infected Mushroom,NaN
32800,Pete Murray,Brisbane
32801,Abner Jay,NaN
32802,Copeland,NaN
32803,Sylvain Chauveau,France
32804,Kill Bill Soundtrack,NaN
32805,Ninel Conde,NaN
32806,Throwdown,NaN
32807,Jen Foster,NaN
32808,The Rocket Summer,Texas
32809,Grupo La Migra De A. Marroquín,NaN
32810,Michael Dulin,Birmingham
32811,Vincent Tempera & Orchestra,NaN
32812,None More Black,NaN
32813,The Mayan Factor,NaN
32814,Louis Logic,NaN
32815,Dieselboy + Kaos,NaN
32816,Tied & Tickled Trio,NaN
32817,Christian Chávez,NaN
32818,Forty Foot Echo,NaN
32819,Atom And His Package,NaN
32820,The Bilz,NaN
32821,La Propiedad De Durango,NaN
32822,Javier,NaN
32823,Justin Guarini,NaN
32824,Ludo,NaN
32825,Ms. Sancha,NaN
32826,Princess Ai,NaN
32827,Roy Dotrice,Guernsey
32828,Nepara,NaN
32829,Freeland,NaN
32830,DJ Kay Slay,Harlem
32831,The Agony Scene,NaN
32832,The Fall of Troy,NaN
32833,Zug Izland,NaN
32834,Rocky Votolato,Dallas
32835,Lemar,London
32836,The Seadogs,NaN
32837,Rodney Atkins,Knoxville
32838,Turin Brakes,NaN
32839,Great Lake Swimmers,NaN
32840,Stephin Merritt,Yonkers
32841,Walkers to Heaven,NaN
32842,Dottie Rambo,Madisonville
32843,Melt-Banana,NaN
32844,Solsonics,NaN
32845,Holly Golightly,London
32846,Detonautas Roque Clube,NaN
32847,Fast Food Rockers,NaN
32848,Voice Male,NaN
32849,Audio Bullys,NaN
32850,JS,NaN
32851,Robert Blake / Erik Petersen,NaN
32852,Faun,NaN
32853,Regina Carter,NaN
32854,Die Trying,NaN
32855,Dub Inc.,NaN
32856,Jacobo Ramos,NaN
32857,New Philharmonia Orchestra,NaN
32858,Herbert,Wasmes
32859,Delta Goodrem,Sydney
32860,Canoe Club,NaN
32861,Derek Scott,NaN
32862,Judge D,NaN
32863,Lewis Lymon & The Teenchords,NaN
32864,Erlend Øye,Bergen
32865,Kyo,Chiba Prefecture
32866,Department Of Eagles,NaN
32867,Kitchens Of Distinction,NaN
32868,Jason Breland,NaN
32869,Cathy Richardson,NaN
32870,Leigh Nash,New Braunfels
32871,Turbonegro,NaN
32872,Camarosmith,NaN
32873,The Killers,NaN
32874,Firewind,NaN
32875,Maxeen,NaN
32876,Saint Petersburg Radio and TV Symphony Orchestra,NaN
32877,Supernatural,NaN
32878,Negros,NaN
32879,Jazztronik,Kawaguchi
32880,Aeoliah,NaN
32881,Ultrabeat,NaN
32882,Busta Rhymes & Spliff Starr,NaN
32883,Marshall Styler,NaN
32884,The Whisnants,NaN
32885,Doctor & The Medics,NaN
32886,April Meservy,Reno
32887,Karsh Kale,New York City
32888,Milky,NaN
32889,Bacanos,NaN
32890,Elefant,NaN
32891,Julia Palma,NaN
32892,Legacy Five,NaN
32893,Damas Gratis,NaN
32894,Maria Rita,NaN
32895,Lutan Fyah,NaN
32896,Ima Robot,NaN
32897,Jonathan Coulton,Brooklyn
32898,One-T,NaN
32899,Foggy,NaN
32900,Seka Aleksić,NaN
32901,Sound Directions,NaN
32902,Maria Doyle Kennedy,Clontarf
32903,Shakatura,NaN
32904,Carlos Libedinsky,Villa Crespo
32905,Orquesta Caña Brava,NaN
32906,Kumi Koda,NaN
32907,Coachwhips,NaN
32908,Halo Friendlies,NaN
32909,Deutschland sucht den Superstar,NaN
32910,Amethystium,NaN
32911,British Sea Power,NaN
32912,宋岳庭,NaN
32913,Dimlite,NaN
32914,Sagar,NaN
32915,Bruderschaft,NaN
32916,Boys,NaN
32917,Arcade Fire,NaN
32918,Dozer,NaN
32919,1200 Micrograms,NaN
32920,Tbilisi Symphony Orchestra,NaN
32921,Bart Millard,Greenville
32922,-=ThE rUnIcOrN=-,NaN
32923,Nova The Camillion,NaN
32924,Tom Rahav,NaN
32925,Mary Fahl,NaN
32926,Mr. Criminal,NaN
32927,Timbalada,NaN
32928,Los Indomables,NaN
32929,St. Petersburg Chamber Orchestra Canon,NaN
32930,Alex Parks,Mount Hawke
32931,3582,NaN
32932,Lucky Millinder And His Orchestra,NaN
32933,Groove Coverage,NaN
32934,2PM,NaN
32935,7-10 Split,NaN
32936,Kill Hannah,NaN
32937,Bishop Allen,NaN
32938,Hird,NaN
32939,The Fire Theft,NaN
32940,Sean Na Na,NaN
32941,The Karminsky Experience Inc.,NaN
32942,Magic Box,NaN
32943,Kipelov,NaN
32944,Leviathan,NaN
32945,Jin,Rishiri Island
32946,Stooges Brass Band,NaN
32947,El Cejas,NaN
32948,Oddjob,NaN
32949,The Thermals,NaN
32950,Hotwire,NaN
32951,Peggy Zina,NaN
32952,Johnny Pearson Y Su Orquesta,NaN
32953,Papi Sanchez,NaN
32954,Jonathan Stout and his Campus Five,NaN
32955,Clare Fader,NaN
32956,ASG,NaN
32957,Aanderud Children's Music,NaN
32958,Lloyd Banks,NaN
32959,The Elegants,NaN
32960,Aaron Lines,Fort McMurray
32961,Bert Weedon,East Ham
32962,Hans Boepple,NaN
32963,La Chanchona De Tito Mira,NaN
32964,Musician's Practice Partner,NaN
32965,The Dears,NaN
32966,The Weary Boys,NaN
32967,Týr,NaN
32968,Kashmir,NaN
32969,Emmanuel Santarromana,NaN
32970,Peterpan,Maceió
32971,Mala Rodríguez,Jerez de la Frontera
32972,Sidestepper,NaN
32973,Reverend Glasseye,NaN
32974,Garaj Mahal,NaN
32975,Wang Fu,Wuxi
32976,Larry The Cable Guy,NaN
32977,Jennifer Marco Handy,NaN
32978,Bïa,NaN
32979,On Broken Wings,NaN
32980,Denise Stewart,NaN
32981,Super Mama Djombo,NaN
32982,Praful,Düsseldorf
32983,Martina Topley-Bird,NaN
32984,The Warlocks,NaN
32985,Harvey Watkins Jr.,NaN
32986,Buck 65,Hants County
32987,TTego Calderon,NaN
32988,Malik Yusef,Chicago
32989,Feridun Düzağaç,Adana
32990,Alex D'Castro,NaN
32991,DeadStar Assembly,NaN
32992,Paint It Black,NaN
32993,Pigeon John,NaN
32994,Moke Boy,NaN
32995,Uncle Charlie,NaN
32996,Manish Vyas,NaN
32997,Dr. Dog,NaN
32998,Colony 5,NaN
32999,Jade Kwan,Hong Kong
33000,Darling Violetta,NaN
33001,Derek Warfield,NaN
33002,Tonedeff,NaN
33003,Ada Band,NaN
33004,Rico Blanco,Ermita
33005,Fingathing,NaN
33006,Karthik,NaN
33007,La Original Banda El Limón de Salvador Lizárraga,NaN
33008,Jason Moran,Houston
33009,Colder,NaN
33010,Rocksteddy,NaN
33011,Haiducii,NaN
33012,El Pele,NaN
33013,Destra,NaN
33014,DJ Grand Wizard Theodore,NaN
33015,Efrén David Rivera,NaN
33016,Joe McDuphrey Experience,NaN
33017,Tormenta,NaN
33018,Prezioso,NaN
33019,Forest Sun,Glens Falls
33020,Latifa,NaN
33021,Cutty Ranks Y El Chombo,NaN
33022,La Base,NaN
33023,Don Black,London
33024,QBO,NaN
33025,Sasa Matic,NaN
33026,DELISPICE,NaN
33027,Kohmua,NaN
33028,Sergey Shnurov,Saint Petersburg
33029,Zoot Woman,NaN
33030,Lloyd Brown,NaN
33031,Angie Martinez,NaN
33032,ISSA,NaN
33033,Lumen,NaN
33034,Corneille,Brussels
33035,Rain,Seoul
33036,Damien Rice & Lisa Hannigan,NaN
33037,Chimène Badi,NaN
33038,Sara Paxton,NaN
33039,Evgeny Kissin,NaN
33040,Verka Serduchka,NaN
33041,Soel,NaN
33042,Darkest Hour,NaN
33043,Kammarheit,NaN
33044,The Essex Green,NaN
33045,SLSMusic,NaN
33046,Vishal-Shekhar,NaN
33047,Mindi Abair,St. Petersburg
33048,Carpathian Forest,NaN
33049,Björn Olsson,NaN
33050,Dusty Drake,NaN
33051,Rosco P Coldchain,NaN
33052,Anndi McAfee,NaN
33053,Steadman,NaN
33054,信樂團,NaN
33055,Edward Shippen Barnes,NaN
33056,The Orphanage,NaN
33057,The Waifs,NaN
33058,Reina,NaN
33059,DJ Alvaro,NaN
33060,Pastora,NaN
33061,Nepathya,NaN
33062,A-Sun,Yunlin County
33063,Ludwig Von Drake,NaN
33064,benny blanco,NaN
33065,Peter Breinholt,NaN
33066,Cho Young-Wuk,NaN
33067,Kenna,NaN
33068,Circo Urbano,NaN
33069,Lucy Woodward,NaN
33070,Hitman Sammy Sam,NaN
33071,Gustavo Pena El Príncipe,NaN
33072,james chance,NaN
33073,hide,Yokosuka
33074,Derek Webb,NaN
33075,The Neon Philharmonic,NaN
33076,Larry Pattis,NaN
33077,Burnin Groove,NaN
33078,Wir Sind Helden,NaN
33079,Salsa Celtica,NaN
33080,Guido Santorsola,NaN
33081,Scott Matthew,NaN
33082,WOODIE/ LIL' LOS,NaN
33083,Tambó Tambó,NaN
33084,"Jeff Foxworthy, Bill Engvall, Ron White & Larry The Cable Guy",NaN
33085,Trillville (Featuring Lil' Scrappy & Lil Jon),NaN
33086,Lakewood Live,NaN
33087,Di Paullo & Paulino,NaN
33088,Webbie,NaN
33089,Arnold Bax,Streatham
33090,Manolito Simonet y su Trabuco,NaN
33091,Travis Tritt duet with Marty Stuart,NaN
33092,Las Hermanas Padilla,NaN
33093,DJ Fitchie,NaN
33094,Skapulario,NaN
33095,Mazter,NaN
33096,Korpiklaani,NaN
33097,Joseph A. Williams,NaN
33098,Cooler Kids,NaN
33099,Maria Del Sol,NaN
33100,Los Violines Románticos De Cuba,NaN
33101,Sunidhi Chauhan,NaN
33102,The Sheringham Shantymen,NaN
33103,Biel Ballester Trio,NaN
33104,The Twilight Singers,NaN
33105,Cheap Sex,NaN
33106,Mehrdad Asemani,NaN
33107,The Grouch & Eligh,NaN
33108,Adam Green,Holliston
33109,Emma Roberts,Methley
33110,Soledad Brothers,NaN
33111,Nikki Cleary,NaN
33112,Strawberry Shortcake,NaN
33113,the feelers,NaN
33114,Sydney Crooks,Westmoreland Parish
33115,Cheyenne Kimball,Wilmington
33116,Mary Elizabeth Mastrantonio,NaN
33117,Spirit Caravan,NaN
33118,Moya Brennan,Gweedore
33119,Flipside,NaN
33120,Sacred Harp Singers,NaN
33121,Mondo Generator,NaN
33122,Dogma Crew,NaN
33123,The Boat Drunks,NaN
33124,El Roockie,NaN
33125,Drunkenmunky,NaN
33126,Richard Bona,NaN
33127,DJ Deeon,NaN
33128,Comeback Kid,NaN
33129,BROWN EYED SOUL,NaN
33130,Micke Muster,NaN
33131,Gus Black,NaN
33132,DJ Format,NaN
33133,Poisonblack,NaN
33134,Chris Jones,Altrincham
33135,Terry Wood,NaN
33136,Paul Verlaine,Metz
33137,All India Radio,NaN
33138,Athlete,NaN
33139,Soundtrack Alegrijes y Rebujos,NaN
33140,Jeden Osiem L,NaN
33141,DSGB,NaN
33142,Justin Young,NaN
33143,Luka,Porto Alegre
33144,Benedictine Nuns of Notre-Dame d'Argentan,NaN
33145,Tord Gustavsen Trio,NaN
33146,Oceansize,NaN
33147,Smoke Blow,NaN
33148,La Banda del Musiquero Loco,NaN
33149,The Salads,NaN
33150,Human Fortress,NaN
33151,Midnight Evils,NaN
33152,Benny Sings,Dordrecht
33153,Vonray,NaN
33154,Nicolas Bearde,NaN
33155,Zveri,NaN
33156,Da Headbussaz,NaN
33157,Juan Acuna Y El Terror Del Norte,NaN
33158,Pereza,NaN
33159,Shulman,NaN
33160,Rolf Harris,Perth
33161,Natasha Walker,NaN
33162,Team Sleep,NaN
33163,Dave Clarke,Brighton
33164,Billy Boyo,NaN
33165,The Thorns,NaN
33166,Alan Baylock Jazz Orchestra,NaN
33167,Tha Tribe,NaN
33168,Jordin Sparks,Phoenix
33169,Ralph Myerz and the Herren Band,NaN
33170,Andy Bey,NaN
33171,Longwave,NaN
33172,Cathedral Brass,NaN
33173,Beloved,NaN
33174,Sandra Crouch,Los Angeles
33175,Moving Units,NaN
33176,Billy Graham,Charlotte
33177,Dawit Mellesse,NaN
33178,Matt Mays,Hamilton
33179,Repulsion,NaN
33180,Akash,NaN
33181,Peter Cincotti,Manhattan
33182,Eric Prydz,Täby
33183,Tony Croatto Y Quique Domenech,NaN
33184,Tift Merritt,Houston
33185,Thea Gilmore,Oxford
33186,The Cats & The Fiddle,NaN
33187,Edson & Hudson,NaN
33188,Danilo Perez,NaN
33189,Chad Michael Murray,Buffalo
33190,Vanessa Marquez,NaN
33191,Strong Bad,NaN
33192,Alexa Vega,Miami
33193,Lisa Marie Presley,Memphis
33194,m.c.A・T,NaN
33195,Bonecrusher,NaN
33196,Steve Donovan,NaN
33197,Carlos Di Sarli y su Orquesta Típica,NaN
33198,Super Orquesta Cartagena,NaN
33199,The Crows,NaN
33200,Slow Train Soul,NaN
33201,ELLEGARDEN,NaN
33202,Martyn Bennett,NaN
33203,Rachel Stevens,London
33204,DK Tijam,NaN
33205,Daughters,NaN
33206,Noelia,NaN
33207,Kaysha,NaN
33208,Charles (Organaire) Cameron,NaN
33209,New World Philharmonic Orchestra,NaN
33210,Andy Z,NaN
33211,C.N.N.,NaN
33212,Scribe,NaN
33213,The Restarts,NaN
33214,Bazaar Royale,NaN
33215,Mediæval Bæbes,NaN
33216,Plej,NaN
33217,Jacki-O,Fort Lauderdale
33218,Rising Tide,NaN
33219,The Rosedales,NaN
33220,Gloria,NaN
33221,Nick Moss & The Flip Tops,NaN
33222,Los Angeles Philharmonic,NaN
33223,SNIPER,NaN
33224,San Pascualito Rey,NaN
33225,Shawnna,NaN
33226,Tiffany Taylor,NaN
33227,許慧欣,NaN
33228,Hyannis Sound,NaN
33229,Lizz Wright,Hahira
33230,Deniz Seki,Istanbul
33231,KJ-52,Tampa
33232,Quando Quango,NaN
33233,"Saint Petersburg Radio and TV Symphony Orchestra, Stanislav Gorkovenko",NaN
33234,Stuart Duncan,Quantico
33235,Oi Va Voi,NaN
33236,Asmegin,NaN
33237,El Barrio,NaN
33238,Goanna,NaN
33239,Brave Saint Saturn,NaN
33240,Matthew Mayer,NaN
33241,Music For Zombies,NaN
33242,Lady Pank,NaN
33243,Los Fredy´s,NaN
33244,Bob Log III,NaN
33245,Ann Downing,NaN
33246,Laura Benanti,NaN
33247,Loose Fur,NaN
33248,No Deal,NaN
33249,Divo Bayer,NaN
33250,Freddie Notes,NaN
33251,Glukoza,NaN
33252,Shawn Yue,NaN
33253,"Busta Rhymes, Spliff Starr Feat. Sean Paul",NaN
33254,Miten,NaN
33255,ILLEGAL SUBSTANCE,NaN
33256,Eddie Ruth Bradford,NaN
33257,John Luther Adams,Meridian
33258,Thulsa Doom,NaN
33259,Circulatory System,NaN
33260,Mitch & Mickey,NaN
33261,Lyambiko,NaN
33262,Los Bunkers,NaN
33263,Cartel De Santa,NaN
33264,Red Mountain Church,NaN
33265,Solange,NaN
33266,Tragédie,NaN
33267,Municipal Waste,NaN
33268,Benassi Bros.,NaN
33269,Ñejo,NaN
33270,Seismic Anamoly,NaN
33271,Charm,NaN
33272,Young Gunz,NaN
33273,Solace,NaN
33274,Johnette Downing,NaN
33275,Natascia Diaz,NaN
33276,Gary Malkin,NaN
33277,Elemeno P,NaN
33278,Amade String Orchestra,NaN
33279,Vanilla Muffins,NaN
33280,PEPE AREVALO Y SUS MULATOS,NaN
33281,Trzeci Wymiar,NaN
33282,NaFF,NaN
33283,Fantasia,NaN
33284,No Turning Back,NaN
33285,Franco Morone,NaN
33286,Raul Paz,San Luis
33287,Beau Jocque and the Zydeco Hi-Rollers,NaN
33288,Los Gallitos,NaN
33289,From Ashes Rise,NaN
33290,Ralph Myerz And The Jack Herren Band,NaN
33291,The Limp Twins,NaN
33292,Marty Stuart and Merle Haggard,NaN
33293,Yoko Takahashi,NaN
33294,Adan Chalino Sanchez,NaN
33295,The Monotones,NaN
33296,Jean Grae,South Africa
33297,Sovereign Grace Music,NaN
33298,Militant,NaN
33299,The Juan Maclean,NaN
33300,Mes Aïeux,NaN
33301,Fernandinho,NaN
33302,Kulwinder Dhillon,NaN
33303,Lee Seung Gi,NaN
33304,will.i.am,Los Angeles
33305,Cecelio & Kapono,NaN
33306,The Folksmen,NaN
33307,殷悅,NaN
33308,The Bluegrass Cardinals,NaN
33309,Joe Dukie,NaN
33310,Miss Angie,NaN
33311,Way Out West,NaN
33312,Scott Cossu,NaN
33313,Chakri,Mahabubabad
33314,Tibebu Workyie,NaN
33315,Richard Kiley,NaN
33316,Blitzen Trapper,NaN
33317,Alberto IglesiasIIAlberto Iglesias,NaN
33318,Diam's,NaN
33319,Xavier Naidoo,Mannheim
33320,Pale 3,NaN
33321,Grandmaster Caz,NaN
33322,Jean Claude Borelly,NaN
33323,Da Da Yue Dui,NaN
33324,Madbones,NaN
33325,Lil' O,Lagos
33326,Dimension Costena,NaN
33327,Jon Yamasato,NaN
33328,Todd Norian,NaN
33329,Bradley Dean,NaN
33330,Badem,NaN
33331,Brooke Fraser,Wellington
33332,Matthew Good,Burnaby
33333,BIG TONE/ MEGAN,NaN
33334,Pride And Fall,NaN
33335,Blindspott,NaN
33336,Sarai,NaN
33337,Trude Sørlie Fjøss Augustinius,NaN
33338,Diffuser,NaN
33339,Sonny Boy Williamson I,Jackson
33340,Sung Si-kyung,NaN
33341,Austin TV,NaN
33342,Jay Tee,NaN
33343,The Cheeky Girls,NaN
33344,Technicolor Fabrics,NaN
33345,The Crooked Jades,NaN
33346,Telefunka,NaN
33347,Larry Gold,NaN
33348,Viki Miljkovic,NaN
33349,Papas Fritas,NaN
33350,Ciara,Austin
33351,Band Aid,NaN
33352,Natasha Bedingfield,Haywards Heath
33353,Jesse McCartney,New York City
33354,Franz Ferdinand,NaN
33355,Crossfade,NaN
33356,Keane,NaN
33357,Ray LaMontagne,Nashua
33358,Big & Rich,NaN
33359,Hawthorne Heights,NaN
33360,J-Kwon,NaN
33361,Roy Jones Jr.,San Fernando
33362,Reyli Barba,NaN
33363,Lloyd,NaN
33364,Crime Mob,NaN
33365,Josh Gracin,Westland
33366,Nina Sky,NaN
33367,Eamon,Staten Island
33368,Velvet Revolver,NaN
33369,Rise Against,NaN
33370,Akon,St. Louis
33371,Kevin Lyttle,NaN
33372,Lyfe Jennings,Toledo
33373,Madvillain,NaN
33374,Scissor Sisters,NaN
33375,Alter Bridge,NaN
33376,Gretchen Wilson,Pocahontas
33377,K-Paz De La Sierra,NaN
33378,Matthew Hall,London
33379,Ashlee Simpson,Waco
33380,Tom Hanks,Concord
33381,Christina Milian,Jersey City
33382,"Sergio Vega ""El Shaka""",NaN
33383,The Cheetah Girls,NaN
33384,Donavon Frankenreiter,California
33385,El Chapo De Sinaloa,NaN
33386,Sugarland,NaN
33387,Renee Olstead,NaN
33388,Grupo G,NaN
33389,Central Coast Clique,NaN
33390,DJ Nelson,NaN
33391,Kasabian,NaN
33392,Julie Roberts,Lancaster
33393,Ryan Cabrera,Dallas
33394,Trampled by Turtles,NaN
33395,Head Automatica,NaN
33396,Cassidy,Philadelphia
33397,Bob Crosby & The Bob Cats,NaN
33398,Future Leaders of the World,NaN
33399,The Alchemist,Beverly Hills
33400,Regina Spektor,Moscow
33401,Skindred,NaN
33402,Straylight Run,NaN
33403,SID,NaN
33404,Eagles Of Death Metal,NaN
33405,Mannie Fresh,New Orleans
33406,Domenic Marte,NaN
33407,I Monster,NaN
33408,Dustin O'Halloran,Los Angeles
33409,Exitos Sonideros,NaN
33410,Umphrey's McGee,NaN
33411,Ratatat,NaN
33412,Patience & Prudence,NaN
33413,Blockhead,Manhattan
33414,Dora The Explorer,NaN
33415,LU,NaN
33416,Anne Hathaway,NaN
33417,Wisin,NaN
33418,Dem Franchize Boyz,NaN
33419,Christian Bautista,NaN
33420,Sleepy Brown,Savannah
33421,Theo Bishop,NaN
33422,Zion,NaN
33423,Old Town School of Folk Music,NaN
33424,Razorlight,NaN
33425,The Six Parts Seven,NaN
33426,Anthony Wonsey Trio,NaN
33427,Blue Scholars,NaN
33428,Masta Ace,NaN
33429,Cam Clarke,NaN
33430,The Wailin' Jennys,NaN
33431,Butterfly Boucher,Adelaide
33432,Submersed,NaN
33433,Andy & Lucas,NaN
33434,Chorus - The Lion King 2: Simba's Pride,NaN
33435,The Shapeshifters,NaN
33436,Chorus - Mulan,NaN
33437,Nestor En Bloque,NaN
33438,Emery,NaN
33439,Gary Portnoy,Brooklyn
33440,Michael Giacchino,Riverside Township
33441,Banda Fortuna,NaN
33442,Govinda,NaN
33443,Nouvelle Vague,NaN
33444,Reflekt,NaN
33445,William Galison & Madeleine Peyroux,NaN
33446,La-33,NaN
33447,The Dresden Dolls,NaN
33448,James Moss,NaN
33449,Jason Hayes,NaN
33450,Theodis Ealey,NaN
33451,Chuck Riley,NaN
33452,"SpongeBob, Patrick & The Monsters",NaN
33453,Gunther & the Sunshine Girls,NaN
33454,Sébastien Tellier,Le Plessis-Bouchard
33455,Elizabeth Cotten and Brenda Evans,NaN
33456,"Juvenile, Wacko, & Skip",NaN
33457,Pablo Olivares,Madrid
33458,Jim Jones,NaN
33459,Aaron Zigman,San Diego
33460,3 Inches Of Blood,NaN
33461,John Cena,NaN
33462,Jem,Penarth
33463,Steriogram,NaN
33464,Piccallo,NaN
33465,Strata,NaN
33466,Dead Poetic,NaN
33467,The Explosion,NaN
33468,Janno Gibbs,NaN
33469,Yung Wun,NaN
33470,nuff sedd,NaN
33471,Mis-Teeq,NaN
33472,Rachael Yamagata,Arlington County
33473,Rayzd,NaN
33474,Mr. Capone-E,NaN
33475,Chronic Future,NaN
33476,Halifax,NaN
33477,Mud Flow,NaN
33478,Los Dinamiteros de Colombia,NaN
33479,Danzel,NaN
33480,The F-Ups,NaN
33481,Bullets And Octane,NaN
33482,Porter,NaN
33483,Damageplan,NaN
33484,The Rainbow Collections,NaN
33485,Poe,New York City
33486,The Shivers,NaN
33487,William Joseph,NaN
33488,Rebel Son,NaN
33489,He Is Legend,NaN
33490,Il Divo,NaN
33491,Liquits,NaN
33492,Dan Reeder,NaN
33493,The Futureheads,NaN
33494,Bamboo,NaN
33495,Shifty,NaN
33496,Start Trouble,NaN
33497,The Mooney Suzuki,NaN
33498,Suzanne Pleshette,NaN
33499,Steve Lieberman,Brooklyn
33500,Kudai,NaN
33501,JP Nataf,NaN
33502,F.I.R.飛兒樂團,NaN
33503,Sam Lee,Kaohsiung
33504,Joachim Garraud,Nantes
33505,Bertha Tilman,NaN
33506,Guerilla Black,NaN
33507,McFly,NaN
33508,Atomship,NaN
33509,Jed Madela,Iloilo City
33510,V. Duke,NaN
33511,Ray Cash,NaN
33512,Trevor Hall,NaN
33513,Lucas Arnau,Medellín
33514,Airiel,NaN
33515,Sara Bareilles,Eureka
33516,Tree63,NaN
33517,Mystic Roots Band,NaN
33518,Silverwood Quartet,NaN
33519,Seryoga,Gomel
33520,Frankee,NaN
33521,The 69 Eyes,NaN
33522,Charlotte Martin,Charleston
33523,Zolof the Rock & Roll Destroyer,NaN
33524,Bayside,NaN
33525,Sukima Switch,NaN
33526,Chingon,NaN
33527,The Game,Compton
33528,Brad Mehldau Trio,NaN
33529,The Matches,NaN
33530,Heiruspecs,NaN
33531,The Orphans,NaN
33532,Bituin Escalante,NaN
33533,Claudia Pizá,NaN
33534,Paul Brown,Norwalk
33535,Machinae Supremacy,NaN
33536,Renato Carosone,Naples
33537,Language Arts Crew,NaN
33538,Adam Hood,NaN
33539,Missy Higgins,Melbourne
33540,Nitty,NaN
33541,Thornley,NaN
33542,Mazizo Musical,NaN
33543,Saul Williams,Newburgh
33544,Masta Killa,NaN
33545,The Dead Texan,NaN
33546,Travis Cottrell,NaN
33547,G. I. Gurdjieff,NaN
33548,The Pussycat Dolls,NaN
33549,CocoRosie,NaN
33550,The Go! Team,NaN
33551,Scum of the Earth,NaN
33552,David Bisbal,Almería
33553,Mindy Smith,New York City
33554,Homebwoi,NaN
33555,Chilly Gonzales,Montreal
33556,Nino Ferrer,Genoa
33557,Harald Kloser,Hard
33558,The Foreign Exchange,NaN
33559,The Littlest Man Band,NaN
33560,Necrophagist,NaN
33561,The Good Life,NaN
33562,Angela Chang,NaN
33563,Silvertide,NaN
33564,Jolie Holland,Houston
33565,Samantha Ronson,London
33566,Horrorpops,NaN
33567,Champion,NaN
33568,Christopher Plummer,NaN
33569,Jonah Baker,NaN
33570,Kitchie Nadal,Manila
33571,Bruno Coulais,Paris
33572,Josh Hodges,NaN
33573,BOYSTYLE,NaN
33574,La Tuna Estudiantina de Cayey,NaN
33575,The Features,NaN
33576,Molemen,NaN
33577,Maxine Nightingale,NaN
33578,Shuttle358,NaN
33579,Probot,NaN
33580,Super Heros Invasion,NaN
33581,Hawk Nelson,NaN
33582,Coalo Zamorano,NaN
33583,Anna Nalick,Glendora
33584,!!!,NaN
33585,Bahramji,NaN
33586,Alexander Gemignani,NaN
33587,Gift Of Gab,NaN
33588,edIT,NaN
33589,Nina Sky featuring Jabba,NaN
33590,Sada Sat Kaur,NaN
33591,Van Hunt,Dayton
33592,The Weepies,NaN
33593,Slim Thug,NaN
33594,Mike Doughty,Fort Knox
33595,Nizlopi,NaN
33596,Keith Bryant,NaN
33597,Dave Armstrong,New Zealand
33598,Wintersun,NaN
33599,Soul Swingers,NaN
33600,Assembly of Dust,NaN
33601,Fennesz,Vienna
33602,Blue Foundation,NaN
33603,Mindbenders,NaN
33604,Los Altenos De La Sierra,NaN
33605,Amir Jamal,NaN
33606,Adeaze,NaN
33607,Randy Crenshaw,NaN
33608,The Praise Baby Collection,NaN
33609,Mr Magic,NaN
33610,Banda Roja,NaN
33611,Witchcraft,NaN
33612,trentemøller,NaN
33613,Keyshia Cole,Oakland
33614,100 Demons,NaN
33615,DHT,NaN
33616,Ibiza,NaN
33617,Lovedrug,NaN
33618,Matisyahu,West Chester
33619,Golden Shoulders,NaN
33620,Secret Machines,NaN
33621,Colonel Claypool's Bucket Of Bernie Brains,NaN
33622,Starfield,NaN
33623,Franck Keller,NaN
33624,Evil Nine,NaN
33625,Ricky Dillard & New G,NaN
33626,El Coyote,NaN
33627,Will Ferrell,Irvine
33628,Kip Tyler,NaN
33629,Inger Marie Gundersen,NaN
33630,Hiroshi Kitadani,NaN
33631,Ghostface,NaN
33632,Electrelane,NaN
33633,Aaron Keyes,Greenville
33634,White Magic,NaN
33635,"SpongeBob SquarePants Soundtrack/Mike Simpson With SpongeBob, Patrick & Goofy Goober",NaN
33636,SYEKH AS SUDAIS,NaN
33637,Luke Kelly,NaN
33638,Matt Frewer,NaN
33639,Sly Boogy,NaN
33640,Turisas,NaN
33641,Anna Domino,Tokyo
33642,The Elders,NaN
33643,Amel Bent,NaN
33644,1208,NaN
33645,Erik Santos,NaN
33646,Autolux,NaN
33647,Show Luo,NaN
33648,Session Road,NaN
33649,Silvestre Dangond,NaN
33650,Kalimba Marichal,NaN
33651,Kingspade,NaN
33652,Sacred Earth,NaN
33653,Raul Parentella|Osvaldo Suárez,NaN
33654,Blackberry Smoke,NaN
33655,Koffin Kats,NaN
33656,Kierra Sheard,NaN
33657,Castanets,NaN
33658,Nicole Wray,NaN
33659,Melhem Zein,NaN
33660,David Mead,NaN
33661,Burning Brides,NaN
33662,Kimya Dawson,Bedford Hills
33663,Brooke Valentine,Houston
33664,Fabienne DelSol,NaN
